"rule","engine","severity","tags","file","startLine","startColumn","endLine","endColumn","message","resources"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS,Fixable","force-app\main\default\lwc\scAnalystConsole\scAnalystConsole.css",45,46,45,49,"Consider replacing the 500 static value with an SLDS 2 styling hook that has a similar value: --slds-g-font-weight-5.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS,Fixable","force-app\main\default\lwc\scAnalystConsole\scAnalystConsole.css",46,27,46,31,"Consider replacing the 12px static value with an SLDS 2 styling hook that has a similar value: --slds-g-font-scale-neg-1.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS,Fixable","force-app\main\default\lwc\scAnalystConsole\scAnalystConsole.css",49,14,49,18,"There's no replacement styling hook for the 11px static value. Remove the static value.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS,Fixable","force-app\main\default\lwc\scAnalystConsole\scAnalystConsole.css",49,33,49,36,"Consider replacing the 500 static value with an SLDS 2 styling hook that has a similar value: --slds-g-font-weight-5.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS,Fixable","force-app\main\default\lwc\scAnalystConsole\scAnalystConsole.css",49,45,49,52,"Consider replacing the #5b21b6 static value with an SLDS 2 styling hook that has a similar value: 
1. --slds-g-color-accent-3
2. --slds-g-color-accent-container-3
3. --slds-g-color-brand-base-30
4. --slds-g-color-palette-purple-30
5. --slds-g-color-palette-indigo-30.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS,Fixable","force-app\main\default\lwc\scAnalystConsole\scAnalystConsole.css",50,15,50,22,"Consider replacing the #ede9fe static value with an SLDS 2 styling hook that has a similar value: 
1. --slds-g-color-accent-light-1
2. --slds-g-color-accent-light-2
3. --slds-g-color-surface-container-3
4. --slds-g-color-surface-2
5. --slds-g-color-surface-3.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS,Fixable","force-app\main\default\lwc\scAnalystConsole\scAnalystConsole.css",50,39,50,43,"Consider replacing the 12px static value with an SLDS 2 styling hook that has a similar value: --slds-g-radius-border-3.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS,Fixable","force-app\main\default\lwc\scAnalystConsole\scAnalystConsole.css",50,54,50,57,"There's no replacement styling hook for the 3px static value. Remove the static value.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS,Fixable","force-app\main\default\lwc\scAnalystConsole\scAnalystConsole.css",50,58,50,62,"There's no replacement styling hook for the 10px static value. Remove the static value.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS,Fixable","force-app\main\default\lwc\scAnalystConsole\scAnalystConsole.css",53,10,53,14,"There's no replacement styling hook for the 26px static value. Remove the static value.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS,Fixable","force-app\main\default\lwc\scAnalystConsole\scAnalystConsole.css",53,24,53,28,"There's no replacement styling hook for the 26px static value. Remove the static value.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS,Fixable","force-app\main\default\lwc\scAnalystConsole\scAnalystConsole.css",53,45,53,48,"There's no replacement styling hook for the 50% static value. Remove the static value.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS,Fixable","force-app\main\default\lwc\scAnalystConsole\scAnalystConsole.css",54,15,54,22,"Consider replacing the #6d28d9 static value with an SLDS 2 styling hook that has a similar value: 
1. --slds-g-color-palette-purple-40
2. --slds-g-color-palette-violet-40
3. --slds-g-color-palette-purple-30
4. --slds-g-color-palette-indigo-30
5. --slds-g-color-palette-indigo-40.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS,Fixable","force-app\main\default\lwc\scAnalystConsole\scAnalystConsole.css",54,31,54,35,"Consider replacing the #fff static value with an SLDS 2 styling hook that has a similar value: 
1. --slds-g-color-surface-1
2. --slds-g-color-surface-container-1
3. --slds-g-color-on-accent-1
4. --slds-g-color-on-accent-2
5. --slds-g-color-on-accent-3.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS,Fixable","force-app\main\default\lwc\scAnalystConsole\scAnalystConsole.css",55,14,55,18,"There's no replacement styling hook for the 11px static value. Remove the static value.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS,Fixable","force-app\main\default\lwc\scAnalystConsole\scAnalystConsole.css",55,33,55,36,"Consider replacing the 500 static value with an SLDS 2 styling hook that has a similar value: --slds-g-font-weight-5.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS,Fixable","force-app\main\default\lwc\scAnalystConsole\scAnalystConsole.css",63,15,63,19,"Consider replacing the #fff static value with an SLDS 2 styling hook that has a similar value: 
1. --slds-g-color-surface-1
2. --slds-g-color-surface-container-1
3. --slds-g-color-on-accent-1
4. --slds-g-color-on-accent-2
5. --slds-g-color-on-accent-3.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS,Fixable","force-app\main\default\lwc\scAnalystConsole\scAnalystConsole.css",63,29,63,32,"Consider replacing the 1px static value with an SLDS 2 styling hook that has a similar value: --slds-g-sizing-border-1.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS,Fixable","force-app\main\default\lwc\scAnalystConsole\scAnalystConsole.css",63,39,63,46,"Consider replacing the #e5e7eb static value with an SLDS 2 styling hook that has a similar value: 
1. --slds-g-color-border-1
2. --slds-g-color-border-inverse-1
3. --slds-g-color-disabled-container-1
4. --slds-g-color-disabled-container-2
5. --slds-g-color-error-base-95.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS,Fixable","force-app\main\default\lwc\scAnalystConsole\scAnalystConsole.css",63,63,63,66,"There's no replacement styling hook for the 6px static value. Remove the static value.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS,Fixable","force-app\main\default\lwc\scAnalystConsole\scAnalystConsole.css",64,54,64,59,"There's no replacement styling hook for the 110px static value. Remove the static value.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS,Fixable","force-app\main\default\lwc\scAnalystConsole\scAnalystConsole.css",64,84,64,87,"Consider replacing the 4px static value with an SLDS 2 styling hook that has a similar value: --slds-g-spacing-1.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS,Fixable","force-app\main\default\lwc\scAnalystConsole\scAnalystConsole.css",67,26,67,30,"There's no replacement styling hook for the 100% static value. Remove the static value.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS,Fixable","force-app\main\default\lwc\scAnalystConsole\scAnalystConsole.css",68,10,68,17,"Consider replacing the #374151 static value with an SLDS 2 styling hook that has a similar value: 
1. --slds-g-color-neutral-base-30
2. --slds-g-color-palette-neutral-30
3. --slds-g-color-palette-cloud-blue-20.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS,Fixable","force-app\main\default\lwc\scAnalystConsole\scAnalystConsole.css",68,30,68,34,"Consider replacing the 12px static value with an SLDS 2 styling hook that has a similar value: --slds-g-font-scale-neg-1.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS,Fixable","force-app\main\default\lwc\scAnalystConsole\scAnalystConsole.css",68,49,68,52,"Consider replacing the 500 static value with an SLDS 2 styling hook that has a similar value: --slds-g-font-weight-5.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS,Fixable","force-app\main\default\lwc\scAnalystConsole\scAnalystConsole.css",69,12,69,15,"There's no replacement styling hook for the 7px static value. Remove the static value.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS,Fixable","force-app\main\default\lwc\scAnalystConsole\scAnalystConsole.css",69,16,69,20,"Consider replacing the 12px static value with an SLDS 2 styling hook that has a similar value: --slds-g-spacing-3.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS,Fixable","force-app\main\default\lwc\scAnalystConsole\scAnalystConsole.css",69,72,69,75,"Consider replacing the 4px static value with an SLDS 2 styling hook that has a similar value: --slds-g-radius-border-1.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS,Fixable","force-app\main\default\lwc\scAnalystConsole\scAnalystConsole.css",71,36,71,43,"Consider replacing the #f3f4f6 static value with an SLDS 2 styling hook that has a similar value: 
1. --slds-g-color-surface-2
2. --slds-g-color-surface-3
3. --slds-g-color-surface-container-2
4. --slds-g-color-surface-1
5. --slds-g-color-surface-container-1.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS,Fixable","force-app\main\default\lwc\scAnalystConsole\scAnalystConsole.css",76,10,76,15,"There's no replacement styling hook for the 180px static value. Remove the static value.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS,Fixable","force-app\main\default\lwc\scAnalystConsole\scAnalystConsole.css",78,17,78,22,"There's no replacement styling hook for the 0.5px static value. Remove the static value.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS,Fixable","force-app\main\default\lwc\scAnalystConsole\scAnalystConsole.css",79,12,79,16,"Consider replacing the 16px static value with an SLDS 2 styling hook that has a similar value: --slds-g-spacing-4.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS,Fixable","force-app\main\default\lwc\scAnalystConsole\scAnalystConsole.css",82,14,82,18,"Consider replacing the 10px static value with an SLDS 2 styling hook that has a similar value: --slds-g-font-scale-neg-2.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS,Fixable","force-app\main\default\lwc\scAnalystConsole\scAnalystConsole.css",82,33,82,36,"Consider replacing the 500 static value with an SLDS 2 styling hook that has a similar value: --slds-g-font-weight-5.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS,Fixable","force-app\main\default\lwc\scAnalystConsole\scAnalystConsole.css",84,12,84,15,"Consider replacing the 4px static value with an SLDS 2 styling hook that has a similar value: --slds-g-spacing-1.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS,Fixable","force-app\main\default\lwc\scAnalystConsole\scAnalystConsole.css",84,16,84,20,"Consider replacing the 16px static value with an SLDS 2 styling hook that has a similar value: --slds-g-spacing-4.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS,Fixable","force-app\main\default\lwc\scAnalystConsole\scAnalystConsole.css",84,21,84,24,"There's no replacement styling hook for the 6px static value. Remove the static value.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS,Fixable","force-app\main\default\lwc\scAnalystConsole\scAnalystConsole.css",86,26,86,30,"There's no replacement styling hook for the 11px static value. Remove the static value.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS,Fixable","force-app\main\default\lwc\scAnalystConsole\scAnalystConsole.css",86,77,86,80,"There's no replacement styling hook for the 2px static value. Remove the static value.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS,Fixable","force-app\main\default\lwc\scAnalystConsole\scAnalystConsole.css",86,81,86,85,"Consider replacing the 16px static value with an SLDS 2 styling hook that has a similar value: --slds-g-spacing-4.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS,Fixable","force-app\main\default\lwc\scAnalystConsole\scAnalystConsole.css",86,100,86,103,"There's no replacement styling hook for the 1.4 static value. Remove the static value.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS,Fixable","force-app\main\default\lwc\scAnalystConsole\scAnalystConsole.css",88,56,88,60,"There's no replacement styling hook for the 100% static value. Remove the static value.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS,Fixable","force-app\main\default\lwc\scAnalystConsole\scAnalystConsole.css",89,12,89,15,"There's no replacement styling hook for the 6px static value. Remove the static value.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS,Fixable","force-app\main\default\lwc\scAnalystConsole\scAnalystConsole.css",89,16,89,20,"Consider replacing the 16px static value with an SLDS 2 styling hook that has a similar value: --slds-g-spacing-4.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS,Fixable","force-app\main\default\lwc\scAnalystConsole\scAnalystConsole.css",89,33,89,37,"Consider replacing the 12px static value with an SLDS 2 styling hook that has a similar value: --slds-g-font-scale-neg-1.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS,Fixable","force-app\main\default\lwc\scAnalystConsole\scAnalystConsole.css",95,38,95,41,"Consider replacing the 2px static value with an SLDS 2 styling hook that has a similar value: 
1. --slds-g-sizing-border-2
2. --slds-g-sizing-1.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS,Fixable","force-app\main\default\lwc\scAnalystConsole\scAnalystConsole.css",95,48,95,55,"Consider replacing the #2563eb static value with an SLDS 2 styling hook that has a similar value: 
1. --slds-g-color-border-accent-1
2. --slds-g-color-border-accent-2
3. --slds-g-color-info-1
4. --slds-g-color-on-info-1
5. --slds-g-color-brand-base-50.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS,Fixable","force-app\main\default\lwc\scAnalystConsole\scAnalystConsole.css",98,50,98,53,"Consider replacing the 500 static value with an SLDS 2 styling hook that has a similar value: --slds-g-font-weight-5.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS,Fixable","force-app\main\default\lwc\scAnalystConsole\scAnalystConsole.css",101,10,101,13,"There's no replacement styling hook for the 7px static value. Remove the static value.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS,Fixable","force-app\main\default\lwc\scAnalystConsole\scAnalystConsole.css",101,23,101,26,"There's no replacement styling hook for the 7px static value. Remove the static value.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS,Fixable","force-app\main\default\lwc\scAnalystConsole\scAnalystConsole.css",101,43,101,46,"There's no replacement styling hook for the 50% static value. Remove the static value.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS,Fixable","force-app\main\default\lwc\scAnalystConsole\scAnalystConsole.css",102,11,102,16,"There's no replacement styling hook for the 1.5px static value. Remove the static value.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS,Fixable","force-app\main\default\lwc\scAnalystConsole\scAnalystConsole.css",105,45,105,50,"There's no replacement styling hook for the 0.5px static value. Remove the static value.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS,Fixable","force-app\main\default\lwc\scAnalystConsole\scAnalystConsole.css",105,95,105,98,"Consider replacing the 8px static value with an SLDS 2 styling hook that has a similar value: --slds-g-spacing-2.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS,Fixable","force-app\main\default\lwc\scAnalystConsole\scAnalystConsole.css",108,45,108,49,"There's no replacement styling hook for the 20px static value. Remove the static value.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS,Fixable","force-app\main\default\lwc\scAnalystConsole\scAnalystConsole.css",109,103,109,107,"Consider replacing the 16px static value with an SLDS 2 styling hook that has a similar value: --slds-g-spacing-4.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS,Fixable","force-app\main\default\lwc\scAnalystConsole\scAnalystConsole.css",110,29,110,33,"There's no replacement styling hook for the 18px static value. Remove the static value.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS,Fixable","force-app\main\default\lwc\scAnalystConsole\scAnalystConsole.css",110,48,110,51,"Consider replacing the 500 static value with an SLDS 2 styling hook that has a similar value: --slds-g-font-weight-5.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS,Fixable","force-app\main\default\lwc\scAnalystConsole\scAnalystConsole.css",111,29,111,33,"There's no replacement styling hook for the 11px static value. Remove the static value.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
"@salesforce-ux/slds/no-hardcoded-values-slds2","eslint",4,"Recommended,SLDS,Design,CSS,Fixable","force-app\main\default\lwc\scAnalystConsole\scAnalystConsole.css",111,82,111,85,"There's no replacement styling hook for the 2px static value. Remove the static value.","https://developer.salesforce.com/docs/platform/slds-linter/guide/reference-rules.html#no-hardcoded-values-slds2"
